Date,Ticker,Normalized_Close,Daily_Return,Sector
12/07/2024,SLF.AX,119.0763229,0.008834378,Property
15/07/2024,^AXJO,111.0493424,0.016528922,Index
15/07/2024,ATEC.AX,131.2338955,0.004882326,Technology
15/07/2024,MVR.AX,165.0344105,0.004781402,Resources
15/07/2024,QFN.AX,134.2828649,0.010819133,Financials
15/07/2024,SLF.AX,119.9485333,0.007324802,Property
16/07/2024,^AXJO,110.8687684,-0.00162607,Index
16/07/2024,ATEC.AX,130.5212702,-0.005430193,Technology
16/07/2024,MVR.AX,164.697842,-0.002039383,Resources
16/07/2024,QFN.AX,135.8228008,0.011467851,Financials
16/07/2024,SLF.AX,119.674749,-0.002282515,Property
17/07/2024,^AXJO,111.7716127,0.00814336,Index
17/07/2024,ATEC.AX,131.1213634,0.004597666,Technology
17/07/2024,MVR.AX,167.390444,0.016348739,Resources
17/07/2024,QFN.AX,137.1574132,0.00982613,Financials
17/07/2024,SLF.AX,120.5514447,0.007325653,Property
18/07/2024,^AXJO,108.6568162,-0.02786751,Index
18/07/2024,ATEC.AX,130.3337411,-0.006006819,Technology
18/07/2024,MVR.AX,166.49291,-0.005361919,Resources
18/07/2024,QFN.AX,136.9520997,-0.001496919,Financials
18/07/2024,SLF.AX,120.2312882,-0.002655767,Property
19/07/2024,^AXJO,108.4311094,-0.002077244,Index
19/07/2024,ATEC.AX,128.6459643,-0.012949654,Technology
19/07/2024,MVR.AX,165.2587967,-0.007412408,Resources
19/07/2024,QFN.AX,135.6174773,-0.009745176,Financials
19/07/2024,SLF.AX,119.2603433,-0.008075643,Property
